text,reason,label
easy to connect with members.,good for connecting with members,1
best app for video calling and office meeting and online classes,good app for conducting online classes and meetings,1
the application does not work i copy the link and paste connect to the lesson and an error will appear,want to enter the year of birth,0
switching between devices with a single account is very convenient.,switching between devices with single account is good,1
i too had problems after the update and could not fix it no matter what i tried!,facing issues after latest update,1
"well after i set my account i Washington trying to joint my zoom meeting they kept on telling me ""switch account"" and they will not let me change my name and exposure . not impressed",want to change virtual background,0
"it is a very bad app, it stays charging and charging for a long time, i can only watch disney on my computer, because the app never loads.",unable to create an account,0
the app crashes when i start a movie.,app crashes when starting a movie,1
bad connection and can not pin in phone,facing connectivity issues and unable to pin in phone,1
i do not know how to enable co-host and is a bit laggy.,want to enable co-host,1
i had not visited hulu for a while on my ipad.,want to create regestration,0
internet connectivity is poor.,app has poor network speed,1
